Name,Description,Degree Attributes,Enrollment Status,Type,Start Time,End Time,Days of Week,Instructors,Degree Level,Credits,Formatted Days,Start 24,End 24,Formatted TimeSlot,Matched Skills,Combined Text
Special Topics,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in the same or separate terms if topics vary.,,CrossListOpen (Restricted),Lecture-Discussion,3:30 PM,4:45 PM,TR,"Chandrasekharan, E;Saha, K",Undergraduate,,Tue Thu,15:30,16:45,Tue Thu 15:30 - 16:45,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'Data Science', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Computer Network', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']",Special Topics Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in the same or separate terms if topics vary.
Special Topics,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in the same or separate terms if topics vary.,,CrossListOpen (Restricted),Lecture-Discussion,3:30 PM,4:45 PM,TR,"Chandrasekharan, E;Saha, K",Undergraduate,,Tue Thu,15:30,16:45,Tue Thu 15:30 - 16:45,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'Data Science', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Computer Network', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']",Special Topics Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in the same or separate terms if topics vary.
Special Topics,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in the same or separate terms if topics vary.,,CrossListOpen (Restricted),Lecture-Discussion,3:30 PM,4:45 PM,TR,"Chandrasekharan, E;Saha, K",Undergraduate,,Tue Thu,15:30,16:45,Tue Thu 15:30 - 16:45,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'Data Science', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Computer Network', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']",Special Topics Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in the same or separate terms if topics vary.
Senior Thesis,"Research and thesis development experience in computer science under guidance of a faculty member. Literature search, oral presentation, analysis and implementation, paper preparation, and completion of a written thesis. 3 undergraduate hours. No graduate credit. May be repeated to a maximum of 6 hours. Prerequisite: Consent of instructor.",Advanced Composition course.,Closed,Independent Study,ARRANGED,,,,Undergraduate,,,ARRANGED,,ARRANGED -,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Data Analysis and Visualization', 'Internet of Things', 'Statistical Analysis', 'Problem Solving and Analysis', 'Database Development', 'Data Science', 'Research on Natural Language Processing', 'Web Development', 'Mobile App Development', 'Game Development', 'Research on Block Chain', 'Operating Systems and Networking', 'Research on Cyber Security', 'Computer Network', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation']","Senior Thesis Research and thesis development experience in computer science under guidance of a faculty member. Literature search, oral presentation, analysis and implementation, paper preparation, and completion of a written thesis. 3 undergraduate hours. No graduate credit. May be repeated to a maximum of 6 hours. Prerequisite: Consent of instructor."
Current Topics in Computing Education Research,"Current research topics and theories in Computers and Education with an emphasis on learning theories such as constructivism, behaviorism, cognitivism, knowledge-in-pieces, test-potentiated learning, and transfer of learning. These theories will be applied to understanding how students learn computing topics such as programming and theoretical computing. These topics will be applied through the design of ethically responsible educational research studies. The course will culminate in students writing a research proposal or conference-style research paper based upon pilot data. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit towards a degree from multiple offerings of this course is not given if those offerings have significant overlap, as determined by the CS department.",,Closed,Lecture-Discussion,11:00 AM,12:15 PM,WF,"Lewis, C",Graduate,,Wed Fri,11:00,12:15,Wed Fri 11:00 - 12:15,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Machine Learning', 'Data Engineering', 'Robotics Knowledge', 'Deep Learning', 'Big Data Technologies', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'Cloud Computing', 'Data Structure', 'Data Science', 'Research on Natural Language Processing', 'System Design', 'Data Engineer', 'Data Analytics', 'Web based project develop', 'API Knowledge', 'UI/UX Knowledge', 'Research on Block Chain', 'Graphic Design', 'Operating Systems and Networking', 'Research on Cyber Security', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Illustration & Design', 'Graphic Design & Editing', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']","Current Topics in Computing Education Research Current research topics and theories in Computers and Education with an emphasis on learning theories such as constructivism, behaviorism, cognitivism, knowledge-in-pieces, test-potentiated learning, and transfer of learning. These theories will be applied to understanding how students learn computing topics such as programming and theoretical computing. These topics will be applied through the design of ethically responsible educational research studies. The course will culminate in students writing a research proposal or conference-style research paper based upon pilot data. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit towards a degree from multiple offerings of this course is not given if those offerings have significant overlap, as determined by the CS department."
Advanced Information Retrieval,"Advanced concepts, models, and algorithms in information retrieval and major recent developments in the field, including historical milestones in information retrieval research, evaluation methodology, vector space retrieval model, probabilistic retrieval models, learning to rank algorithms, probabilistic topic models, information retrieval systems, text analytics, and topics of research frontiers in information retrieval. 4 graduate hours. No professional credit. Prerequisite: One of CS 410, CS 412, CS 446, ECE 449 or LING 406.",,Closed,Lecture-Discussion,9:30 AM,10:45 AM,TR,"Zhai, C",Graduate,,Tue Thu,09:30,10:45,Tue Thu 09:30 - 10:45,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Machine Learning', 'Deep Learning', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'Research on Natural Language Processing', 'Data Analytics', 'Research on Block Chain', 'Operating Systems and Networking', 'Research on Cyber Security', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation']","Advanced Information Retrieval Advanced concepts, models, and algorithms in information retrieval and major recent developments in the field, including historical milestones in information retrieval research, evaluation methodology, vector space retrieval model, probabilistic retrieval models, learning to rank algorithms, probabilistic topic models, information retrieval systems, text analytics, and topics of research frontiers in information retrieval. 4 graduate hours. No professional credit. Prerequisite: One of CS 410, CS 412, CS 446, ECE 449 or LING 406."
Advanced Topics in Network Science,"We shall discuss classic and recent research in network analysis. Advanced topics include individual decision-making models, game theory, mechanism design, social choice, social signal design, diffusion of behavior on a network, choice architecture, network models, network mining algorithms and applications. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course, if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 412; one of CS 446 or ECE 449. Additional prerequisites or corequisites may be specified each term. See section information.",,Open (Restricted),Lecture-Discussion,12:30 PM,1:45 PM,W,"Sundaram, H",Graduate,,Wed,12:30,13:45,Wed 12:30 - 13:45,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Data Analysis and Visualization', 'Internet of Things', 'Statistical Analysis', 'Problem Solving and Analysis', 'Data Science', 'Research on Natural Language Processing', 'System Design', 'Game Development', 'Research on Block Chain', 'Graphic Design', 'Network Security', 'Operating Systems and Networking', 'Network Topologies', 'Research on Cyber Security', 'Computer Network', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Illustration & Design', 'Graphic Design & Editing', 'Graphic Design and Editing', 'Video Editing And Animation']","Advanced Topics in Network Science We shall discuss classic and recent research in network analysis. Advanced topics include individual decision-making models, game theory, mechanism design, social choice, social signal design, diffusion of behavior on a network, choice architecture, network models, network mining algorithms and applications. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course, if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 412; one of CS 446 or ECE 449. Additional prerequisites or corequisites may be specified each term. See section information."
Advanced Topics in Network Science,"We shall discuss classic and recent research in network analysis. Advanced topics include individual decision-making models, game theory, mechanism design, social choice, social signal design, diffusion of behavior on a network, choice architecture, network models, network mining algorithms and applications. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course, if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 412; one of CS 446 or ECE 449. Additional prerequisites or corequisites may be specified each term. See section information.",,Open (Restricted),Online Lecture,12:30 PM,1:45 PM,F,"Sundaram, H",Graduate,,Fri,12:30,13:45,Fri 12:30 - 13:45,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Data Analysis and Visualization', 'Internet of Things', 'Statistical Analysis', 'Problem Solving and Analysis', 'Data Science', 'Research on Natural Language Processing', 'System Design', 'Game Development', 'Research on Block Chain', 'Graphic Design', 'Network Security', 'Operating Systems and Networking', 'Network Topologies', 'Research on Cyber Security', 'Computer Network', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Illustration & Design', 'Graphic Design & Editing', 'Graphic Design and Editing', 'Video Editing And Animation']","Advanced Topics in Network Science We shall discuss classic and recent research in network analysis. Advanced topics include individual decision-making models, game theory, mechanism design, social choice, social signal design, diffusion of behavior on a network, choice architecture, network models, network mining algorithms and applications. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course, if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 412; one of CS 446 or ECE 449. Additional prerequisites or corequisites may be specified each term. See section information."
Advanced Topics in Network Science,"We shall discuss classic and recent research in network analysis. Advanced topics include individual decision-making models, game theory, mechanism design, social choice, social signal design, diffusion of behavior on a network, choice architecture, network models, network mining algorithms and applications. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course, if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 412; one of CS 446 or ECE 449. Additional prerequisites or corequisites may be specified each term. See section information.",,Closed,Lecture-Discussion,12:30 PM,1:45 PM,F,"Sundaram, H",Graduate,,Fri,12:30,13:45,Fri 12:30 - 13:45,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Data Analysis and Visualization', 'Internet of Things', 'Statistical Analysis', 'Problem Solving and Analysis', 'Data Science', 'Research on Natural Language Processing', 'System Design', 'Game Development', 'Research on Block Chain', 'Graphic Design', 'Network Security', 'Operating Systems and Networking', 'Network Topologies', 'Research on Cyber Security', 'Computer Network', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Illustration & Design', 'Graphic Design & Editing', 'Graphic Design and Editing', 'Video Editing And Animation']","Advanced Topics in Network Science We shall discuss classic and recent research in network analysis. Advanced topics include individual decision-making models, game theory, mechanism design, social choice, social signal design, diffusion of behavior on a network, choice architecture, network models, network mining algorithms and applications. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course, if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 412; one of CS 446 or ECE 449. Additional prerequisites or corequisites may be specified each term. See section information."
Advanced Topics in Network Science,"We shall discuss classic and recent research in network analysis. Advanced topics include individual decision-making models, game theory, mechanism design, social choice, social signal design, diffusion of behavior on a network, choice architecture, network models, network mining algorithms and applications. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course, if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 412; one of CS 446 or ECE 449. Additional prerequisites or corequisites may be specified each term. See section information.",,Closed,Online Lecture,12:30 PM,1:45 PM,W,"Sundaram, H",Graduate,,Wed,12:30,13:45,Wed 12:30 - 13:45,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Data Analysis and Visualization', 'Internet of Things', 'Statistical Analysis', 'Problem Solving and Analysis', 'Data Science', 'Research on Natural Language Processing', 'System Design', 'Game Development', 'Research on Block Chain', 'Graphic Design', 'Network Security', 'Operating Systems and Networking', 'Network Topologies', 'Research on Cyber Security', 'Computer Network', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Illustration & Design', 'Graphic Design & Editing', 'Graphic Design and Editing', 'Video Editing And Animation']","Advanced Topics in Network Science We shall discuss classic and recent research in network analysis. Advanced topics include individual decision-making models, game theory, mechanism design, social choice, social signal design, diffusion of behavior on a network, choice architecture, network models, network mining algorithms and applications. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course, if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 412; one of CS 446 or ECE 449. Additional prerequisites or corequisites may be specified each term. See section information."
Advanced Topics in Programming Systems,"Advanced topics in building and verifying software systems, selected from areas of current research such as: model checking and automated verification, testing and automated test generation, program synthesis, runtime verification, machine learning and its applications in the design of verified systems, formal analysis of machine learning algorithms, principles of programming languages and type systems. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 374 or ECE 374; CS 421. Additional prerequisites or corequisites may be specified each term. See section information.",,Open (Restricted),Lecture-Discussion,3:30 PM,4:45 PM,F,"Rosu, G",Graduate,,Fri,15:30,16:45,Fri 15:30 - 16:45,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Machine Learning', 'Deep Learning', 'Data Analysis and Visualization', 'Internet of Things', 'Statistical Analysis', 'Problem Solving and Analysis', 'Research on Natural Language Processing', 'System Design', 'API Testing', 'Research on Block Chain', 'Graphic Design', 'Operating Systems and Networking', 'Research on Cyber Security', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Illustration & Design', 'Graphic Design & Editing', 'Graphic Design and Editing', 'Video Editing And Animation']","Advanced Topics in Programming Systems Advanced topics in building and verifying software systems, selected from areas of current research such as: model checking and automated verification, testing and automated test generation, program synthesis, runtime verification, machine learning and its applications in the design of verified systems, formal analysis of machine learning algorithms, principles of programming languages and type systems. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 374 or ECE 374; CS 421. Additional prerequisites or corequisites may be specified each term. See section information."
Advanced Topics in Programming Systems,"Advanced topics in building and verifying software systems, selected from areas of current research such as: model checking and automated verification, testing and automated test generation, program synthesis, runtime verification, machine learning and its applications in the design of verified systems, formal analysis of machine learning algorithms, principles of programming languages and type systems. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 374 or ECE 374; CS 421. Additional prerequisites or corequisites may be specified each term. See section information.",,Open (Restricted),Online Lecture,3:30 PM,4:45 PM,W,"Rosu, G",Graduate,,Wed,15:30,16:45,Wed 15:30 - 16:45,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Machine Learning', 'Deep Learning', 'Data Analysis and Visualization', 'Internet of Things', 'Statistical Analysis', 'Problem Solving and Analysis', 'Research on Natural Language Processing', 'System Design', 'API Testing', 'Research on Block Chain', 'Graphic Design', 'Operating Systems and Networking', 'Research on Cyber Security', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Illustration & Design', 'Graphic Design & Editing', 'Graphic Design and Editing', 'Video Editing And Animation']","Advanced Topics in Programming Systems Advanced topics in building and verifying software systems, selected from areas of current research such as: model checking and automated verification, testing and automated test generation, program synthesis, runtime verification, machine learning and its applications in the design of verified systems, formal analysis of machine learning algorithms, principles of programming languages and type systems. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 374 or ECE 374; CS 421. Additional prerequisites or corequisites may be specified each term. See section information."
Advanced Topics in Programming Systems,"Advanced topics in building and verifying software systems, selected from areas of current research such as: model checking and automated verification, testing and automated test generation, program synthesis, runtime verification, machine learning and its applications in the design of verified systems, formal analysis of machine learning algorithms, principles of programming languages and type systems. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 374 or ECE 374; CS 421. Additional prerequisites or corequisites may be specified each term. See section information.",,Closed,Lecture-Discussion,3:30 PM,4:45 PM,W,"Rosu, G",Graduate,,Wed,15:30,16:45,Wed 15:30 - 16:45,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Machine Learning', 'Deep Learning', 'Data Analysis and Visualization', 'Internet of Things', 'Statistical Analysis', 'Problem Solving and Analysis', 'Research on Natural Language Processing', 'System Design', 'API Testing', 'Research on Block Chain', 'Graphic Design', 'Operating Systems and Networking', 'Research on Cyber Security', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Illustration & Design', 'Graphic Design & Editing', 'Graphic Design and Editing', 'Video Editing And Animation']","Advanced Topics in Programming Systems Advanced topics in building and verifying software systems, selected from areas of current research such as: model checking and automated verification, testing and automated test generation, program synthesis, runtime verification, machine learning and its applications in the design of verified systems, formal analysis of machine learning algorithms, principles of programming languages and type systems. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 374 or ECE 374; CS 421. Additional prerequisites or corequisites may be specified each term. See section information."
Advanced Topics in Programming Systems,"Advanced topics in building and verifying software systems, selected from areas of current research such as: model checking and automated verification, testing and automated test generation, program synthesis, runtime verification, machine learning and its applications in the design of verified systems, formal analysis of machine learning algorithms, principles of programming languages and type systems. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 374 or ECE 374; CS 421. Additional prerequisites or corequisites may be specified each term. See section information.",,Closed,Online Lecture,3:30 PM,4:45 PM,F,"Rosu, G",Graduate,,Fri,15:30,16:45,Fri 15:30 - 16:45,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Machine Learning', 'Deep Learning', 'Data Analysis and Visualization', 'Internet of Things', 'Statistical Analysis', 'Problem Solving and Analysis', 'Research on Natural Language Processing', 'System Design', 'API Testing', 'Research on Block Chain', 'Graphic Design', 'Operating Systems and Networking', 'Research on Cyber Security', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Illustration & Design', 'Graphic Design & Editing', 'Graphic Design and Editing', 'Video Editing And Animation']","Advanced Topics in Programming Systems Advanced topics in building and verifying software systems, selected from areas of current research such as: model checking and automated verification, testing and automated test generation, program synthesis, runtime verification, machine learning and its applications in the design of verified systems, formal analysis of machine learning algorithms, principles of programming languages and type systems. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 374 or ECE 374; CS 421. Additional prerequisites or corequisites may be specified each term. See section information."
Advanced Topics in Programming Systems,"Advanced topics in building and verifying software systems, selected from areas of current research such as: model checking and automated verification, testing and automated test generation, program synthesis, runtime verification, machine learning and its applications in the design of verified systems, formal analysis of machine learning algorithms, principles of programming languages and type systems. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 374 or ECE 374; CS 421. Additional prerequisites or corequisites may be specified each term. See section information.",,Open (Restricted),Lecture-Discussion,11:00 AM,12:15 PM,R,"Mendis, C;Misailovic, S",Graduate,,Thu,11:00,12:15,Thu 11:00 - 12:15,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Machine Learning', 'Deep Learning', 'Data Analysis and Visualization', 'Internet of Things', 'Statistical Analysis', 'Problem Solving and Analysis', 'Research on Natural Language Processing', 'System Design', 'API Testing', 'Research on Block Chain', 'Graphic Design', 'Operating Systems and Networking', 'Research on Cyber Security', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Illustration & Design', 'Graphic Design & Editing', 'Graphic Design and Editing', 'Video Editing And Animation']","Advanced Topics in Programming Systems Advanced topics in building and verifying software systems, selected from areas of current research such as: model checking and automated verification, testing and automated test generation, program synthesis, runtime verification, machine learning and its applications in the design of verified systems, formal analysis of machine learning algorithms, principles of programming languages and type systems. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 374 or ECE 374; CS 421. Additional prerequisites or corequisites may be specified each term. See section information."
Advanced Topics in Programming Systems,"Advanced topics in building and verifying software systems, selected from areas of current research such as: model checking and automated verification, testing and automated test generation, program synthesis, runtime verification, machine learning and its applications in the design of verified systems, formal analysis of machine learning algorithms, principles of programming languages and type systems. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 374 or ECE 374; CS 421. Additional prerequisites or corequisites may be specified each term. See section information.",,Open (Restricted),Online Lecture,11:00 AM,12:15 PM,T,"Mendis, C;Misailovic, S",Graduate,,Tue,11:00,12:15,Tue 11:00 - 12:15,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Machine Learning', 'Deep Learning', 'Data Analysis and Visualization', 'Internet of Things', 'Statistical Analysis', 'Problem Solving and Analysis', 'Research on Natural Language Processing', 'System Design', 'API Testing', 'Research on Block Chain', 'Graphic Design', 'Operating Systems and Networking', 'Research on Cyber Security', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Illustration & Design', 'Graphic Design & Editing', 'Graphic Design and Editing', 'Video Editing And Animation']","Advanced Topics in Programming Systems Advanced topics in building and verifying software systems, selected from areas of current research such as: model checking and automated verification, testing and automated test generation, program synthesis, runtime verification, machine learning and its applications in the design of verified systems, formal analysis of machine learning algorithms, principles of programming languages and type systems. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 374 or ECE 374; CS 421. Additional prerequisites or corequisites may be specified each term. See section information."
Advanced Topics in Programming Systems,"Advanced topics in building and verifying software systems, selected from areas of current research such as: model checking and automated verification, testing and automated test generation, program synthesis, runtime verification, machine learning and its applications in the design of verified systems, formal analysis of machine learning algorithms, principles of programming languages and type systems. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 374 or ECE 374; CS 421. Additional prerequisites or corequisites may be specified each term. See section information.",,Closed,Lecture-Discussion,11:00 AM,12:15 PM,TR,"Mendis, C;Misailovic, S",Graduate,,Tue Thu,11:00,12:15,Tue Thu 11:00 - 12:15,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Machine Learning', 'Deep Learning', 'Data Analysis and Visualization', 'Internet of Things', 'Statistical Analysis', 'Problem Solving and Analysis', 'Research on Natural Language Processing', 'System Design', 'API Testing', 'Research on Block Chain', 'Graphic Design', 'Operating Systems and Networking', 'Research on Cyber Security', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Illustration & Design', 'Graphic Design & Editing', 'Graphic Design and Editing', 'Video Editing And Animation']","Advanced Topics in Programming Systems Advanced topics in building and verifying software systems, selected from areas of current research such as: model checking and automated verification, testing and automated test generation, program synthesis, runtime verification, machine learning and its applications in the design of verified systems, formal analysis of machine learning algorithms, principles of programming languages and type systems. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 374 or ECE 374; CS 421. Additional prerequisites or corequisites may be specified each term. See section information."
Advanced Operating Systems,"Advanced concepts in operating system design and coverage of recent research directions. Resource management for parallel and distributed systems. Interaction between operating system design and computer architectures. Process management, virtual memory, interprocess communication, context switching, parallel and distributed file system designs, persistent objects, process and data migration, load balancing, security, protection. Term projects. 4 graduate hours. No professional credit. Prerequisite: One of CS 423 or CSE 423; one of CS 425 or ECE 428; and one of CS 433 or CSE 422.",,Open (Restricted),Lecture-Discussion,12:30 PM,1:45 PM,WF,"Xu, T",Graduate,,Wed Fri,12:30,13:45,Wed Fri 12:30 - 13:45,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Data Engineering', 'Big Data Technologies', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'Project Management', 'Communication', 'Data Structure', 'Data Science', 'Research on Natural Language Processing', 'System Design', 'Data Engineer', 'Data Analytics', 'Research on Block Chain', 'Graphic Design', 'Network Security', 'Operating Systems and Networking', 'Research on Cyber Security', 'Computer Network', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Illustration & Design', 'Graphic Design & Editing', 'Graphic Design and Editing', 'Video Editing And Animation']","Advanced Operating Systems Advanced concepts in operating system design and coverage of recent research directions. Resource management for parallel and distributed systems. Interaction between operating system design and computer architectures. Process management, virtual memory, interprocess communication, context switching, parallel and distributed file system designs, persistent objects, process and data migration, load balancing, security, protection. Term projects. 4 graduate hours. No professional credit. Prerequisite: One of CS 423 or CSE 423; one of CS 425 or ECE 428; and one of CS 433 or CSE 422."
